bound, object_val, constraint_val, exitlflag, thetaSol1, thetaSol2 
222.0000, 3.8726,  NaN, 1, 0.7593, -0.6508 
-222.0000,  NaN, -0.8220, 1, 0.8635, -0.5044 
 NaN,  NaN,  NaN, NaN,  NaN,  NaN 
-0.6980, 3.8726, -0.7774, 2, 0.7593, -0.6508 
-0.5564, 3.8726, -0.7774, 2, 0.7593, -0.6508 
-0.4148, 3.8726, -0.7774, 2, 0.7593, -0.6508 
-0.2732, 3.8726, -0.7774, 0, 0.7593, -0.6508 
-0.1316, 3.8726, -0.7774, 2, 0.7593, -0.6508 
0.0100, 3.8726, -0.7774, 2, 0.7593, -0.6508 
0.1516, 3.8726, -0.7774, 2, 0.7593, -0.6508 
0.2932, 3.8726, -0.7774, 2, 0.7593, -0.6508 
0.4348, 3.8726, -0.7774, 2, 0.7593, -0.6508 
0.5764, 3.8726, -0.7774, 2, 0.7593, -0.6508 
0.7180, 3.8726, -0.7774, 2, 0.7593, -0.6508 
0.8596, 3.8726, -0.7774, 2, 0.7593, -0.6508 
1.0012, 3.8726, -0.7774, 2, 0.7593, -0.6508 
1.1428, 3.8726, -0.7774, 2, 0.7593, -0.6508 
1.2844, 3.8726, -0.7774, 2, 0.7593, -0.6508 
1.4260, 3.8726, -0.7774, 2, 0.7593, -0.6507 
1.5676, 3.8726, -0.7774, 2, 0.7593, -0.6508 
1.7092, 3.8726, -0.7774, 2, 0.7593, -0.6508 
1.8508, 3.8726, -0.7774, 2, 0.7593, -0.6508 
